02-16-2026 15:54:08 RAM 9798/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [3%@729,2%@729,21%@729,2%@729,3%@2112,3%@2112,31%@2112,2%@2112,2%@729,5%@729,2%@729,2%@729] GR3D_FREQ 0% cpu@41.875C soc2@37.093C soc0@38.062C tj@41.875C soc1@38.625C VDD_GPU_SOC 2804mW/2804mW VDD_CPU_CV 1201mW/1201mW VIN_SYS_5V0 4032mW/4032mW
02-16-2026 19:27:48 RAM 21670/62841MB (lfb 208x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,1%@1881,0%@1881,0%@1881,85%@1881] GR3D_FREQ 29% cpu@52.312C soc2@47.25C soc0@48.375C tj@52.312C soc1@49.125C VDD_GPU_SOC 6410mW/12830mW VDD_CPU_CV 2003mW/2082mW VIN_SYS_5V0 5754mW/6489mW
02-16-2026 19:27:51 RAM 21667/62841MB (lfb 208x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,1%@2201,0%@2201,0%@2201,11%@2201,2%@2201,0%@2201,1%@2201,1%@729,9%@729,0%@729,51%@729] GR3D_FREQ 30% cpu@53C soc2@47.468C soc0@48.656C tj@53C soc1@49.093C VDD_GPU_SOC 16833mW/12831mW VDD_CPU_CV 2004mW/2082mW VIN_SYS_5V0 7067mW/6489mW
02-16-2026 19:27:54 RAM 21667/62841MB (lfb 208x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@729,1%@729,1%@729,1%@729,0%@2201,83%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 24% cpu@53.218C soc2@47.625C soc0@48.625C tj@53.218C soc1@49.562C VDD_GPU_SOC 16840mW/12832mW VDD_CPU_CV 2004mW/2082mW VIN_SYS_5V0 6966mW/6489mW
02-16-2026 19:27:57 RAM 21665/62841MB (lfb 207x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@2201,2%@2201,1%@2201,1%@2201,0%@2201,80%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 80% cpu@53.406C soc2@47.968C soc0@48.968C tj@53.406C soc1@49.593C VDD_GPU_SOC 19230mW/12833mW VDD_CPU_CV 2003mW/2082mW VIN_SYS_5V0 7370mW/6490mW
02-16-2026 19:28:00 RAM 21665/62841MB (lfb 207x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,1%@729,0%@729,1%@729,40%@729,0%@729,0%@729,0%@2201,0%@2201,0%@2201,43%@2201] GR3D_FREQ 56% cpu@52.687C soc2@47.468C soc0@48.593C tj@52.687C soc1@49.593C VDD_GPU_SOC 8413mW/12832mW VDD_CPU_CV 2403mW/2082mW VIN_SYS_5V0 6158mW/6490mW
02-16-2026 19:28:03 RAM 21671/62841MB (lfb 207x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,1%@729,0%@729,0%@729,1%@729,0%@729,0%@2201,0%@2201,1%@2201,85%@2201] GR3D_FREQ 73% cpu@52.218C soc2@47.125C soc0@48.312C tj@52.218C soc1@49.281C VDD_GPU_SOC 5608mW/12830mW VDD_CPU_CV 2402mW/2082mW VIN_SYS_5V0 5653mW/6489mW
02-16-2026 19:28:06 RAM 21675/62841MB (lfb 207x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@729,1%@729,0%@729,2%@729,0%@2201,74%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,5%@729] GR3D_FREQ 25% cpu@53.125C soc2@47.593C soc0@48.593C tj@53.125C soc1@49.343C VDD_GPU_SOC 14829mW/12831mW VDD_CPU_CV 2404mW/2082mW VIN_SYS_5V0 6663mW/6489mW
02-16-2026 19:28:09 RAM 21675/62841MB (lfb 207x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,1%@729,0%@2201,84%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 98% cpu@53.468C soc2@48.031C soc0@49.031C tj@53.468C soc1@49.5C VDD_GPU_SOC 19623mW/12832mW VDD_CPU_CV 2402mW/2082mW VIN_SYS_5V0 7471mW/6490mW
02-16-2026 19:28:12 RAM 21667/62841MB (lfb 208x4MB) SWAP 312/31420MB (cached 5MB) CPU [2%@729,1%@729,0%@729,1%@729,1%@729,60%@729,0%@729,0%@729,1%@2201,0%@2201,0%@2201,24%@2201] GR3D_FREQ 25% cpu@53.125C soc2@47.75C soc0@48.687C tj@53C soc1@49.593C VDD_GPU_SOC 12825mW/12832mW VDD_CPU_CV 2404mW/2082mW VIN_SYS_5V0 6663mW/6490mW
02-16-2026 19:28:15 RAM 21667/62841MB (lfb 208x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,1%@2201,0%@2201,1%@2201,0%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,29%@2201,53%@2201] GR3D_FREQ 39% cpu@52.531C soc2@47.343C soc0@48.406C tj@52.531C soc1@49.406C VDD_GPU_SOC 6009mW/12831mW VDD_CPU_CV 2002mW/2082mW VIN_SYS_5V0 5754mW/6490mW
02-16-2026 19:28:18 RAM 21786/62841MB (lfb 183x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,53%@2201,0%@2201,0%@2201,0%@729,0%@729,27%@729,0%@729] GR3D_FREQ 98% cpu@53.062C soc2@47.687C soc0@48.812C tj@53.062C soc1@49.312C VDD_GPU_SOC 12414mW/12831mW VDD_CPU_CV 2402mW/2082mW VIN_SYS_5V0 6663mW/6490mW
02-16-2026 19:28:21 RAM 21788/62841MB (lfb 181x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@729,1%@729,0%@729,0%@729,0%@1267,80%@1267,0%@1267,0%@1267,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 96% cpu@53.031C soc2@48.343C soc0@49.375C tj@53.031C soc1@49.625C VDD_GPU_SOC 23227mW/12833mW VDD_CPU_CV 2002mW/2082mW VIN_SYS_5V0 7988mW/6490mW
02-16-2026 19:28:24 RAM 21788/62841MB (lfb 181x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,1%@2201,0%@2201,0%@2201,0%@729,16%@729,0%@729,0%@729,2%@1804,63%@1804,1%@1804,0%@1804] GR3D_FREQ 22% cpu@53.187C soc2@48.312C soc0@49.218C tj@53.187C soc1@49.75C VDD_GPU_SOC 21250mW/12835mW VDD_CPU_CV 2004mW/2082mW VIN_SYS_5V0 7672mW/6490mW
02-16-2026 19:28:27 RAM 21797/62841MB (lfb 179x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,1%@2201,0%@2201,1%@2201,0%@729,0%@729,1%@729,0%@729,0%@2201,32%@2201,1%@2201,49%@2201] GR3D_FREQ 36% cpu@52.875C soc2@47.781C soc0@48.875C tj@52.875C soc1@49.687C VDD_GPU_SOC 8817mW/12834mW VDD_CPU_CV 2404mW/2082mW VIN_SYS_5V0 6461mW/6490mW
02-16-2026 19:28:30 RAM 21797/62841MB (lfb 179x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,1%@2201,0%@2201,1%@2201,0%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,0%@2201,83%@2201] GR3D_FREQ 61% cpu@52.562C soc2@47.375C soc0@48.593C tj@52.562C soc1@49.468C VDD_GPU_SOC 6810mW/12833mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 5754mW/6490mW
02-16-2026 19:28:33 RAM 23662/62841MB (lfb 181x4MB) SWAP 312/31420MB (cached 5MB) CPU [2%@729,2%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,74%@2201,0%@2201,8%@2201] GR3D_FREQ 98% cpu@53.031C soc2@48.156C soc0@49.218C tj@53.031C soc1@49.593C VDD_GPU_SOC 18021mW/12834mW VDD_CPU_CV 2402mW/2083mW VIN_SYS_5V0 7370mW/6490mW
02-16-2026 19:28:37 RAM 23673/62841MB (lfb 179x4MB) SWAP 312/31420MB (cached 5MB) CPU [2%@2201,1%@2201,1%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,1%@1651,78%@1651,0%@1651,0%@1651] GR3D_FREQ 10% cpu@53.156C soc2@48.375C soc0@49.375C tj@53.156C soc1@49.75C VDD_GPU_SOC 22453mW/12836mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 7887mW/6491mW
02-16-2026 19:28:40 RAM 23673/62841MB (lfb 179x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@1958,79%@1958,0%@1958,0%@1958] GR3D_FREQ 17% cpu@53.375C soc2@48.625C soc0@49.5C tj@53.375C soc1@49.937C VDD_GPU_SOC 22052mW/12838mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 7786mW/6491mW
02-16-2026 19:28:43 RAM 23676/62841MB (lfb 178x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,2%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,8%@2201,0%@2201,77%@2201] GR3D_FREQ 40% cpu@52.906C soc2@47.843C soc0@49.062C tj@52.906C soc1@49.656C VDD_GPU_SOC 6412mW/12837mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 5754mW/6491mW
02-16-2026 19:28:46 RAM 23676/62841MB (lfb 178x4MB) SWAP 312/31420MB (cached 5MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@2201,17%@2201,0%@2201,59%@2201] GR3D_FREQ 98% cpu@52.937C soc2@48.093C soc0@49.187C tj@52.937C soc1@49.625C VDD_GPU_SOC 14817mW/12837mW VDD_CPU_CV 2002mW/2083mW VIN_SYS_5V0 7067mW/6491mW
02-16-2026 19:28:49 RAM 23673/62841MB (lfb 178x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@1190,81%@1190,0%@1190,0%@1190] GR3D_FREQ 17% cpu@53.218C soc2@48.531C soc0@49.593C tj@53.218C soc1@49.937C VDD_GPU_SOC 21242mW/12839mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 7786mW/6491mW
02-16-2026 19:28:52 RAM 23682/62841MB (lfb 177x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@2201,0%@2201,2%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@1651,80%@1651,0%@1651,0%@1651] GR3D_FREQ 30% cpu@53.468C soc2@48.593C soc0@49.531C tj@53.468C soc1@50.125C VDD_GPU_SOC 21643mW/12841mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 7786mW/6491mW
02-16-2026 19:28:55 RAM 23682/62841MB (lfb 177x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@729,1%@729,1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,45%@2201,0%@2201,38%@2201] GR3D_FREQ 20% cpu@53.343C soc2@48.218C soc0@49.312C tj@53.343C soc1@50.062C VDD_GPU_SOC 10420mW/12841mW VDD_CPU_CV 2404mW/2083mW VIN_SYS_5V0 6562mW/6491mW
02-16-2026 19:28:58 RAM 23680/62841MB (lfb 177x4MB) SWAP 312/31420MB (cached 5MB) CPU [2%@2201,1%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,40%@2201,44%@2201] GR3D_FREQ 39% cpu@52.812C soc2@47.718C soc0@48.843C tj@52.812C soc1@49.812C VDD_GPU_SOC 6012mW/12839mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 5653mW/6491mW
02-16-2026 19:29:01 RAM 23680/62841MB (lfb 177x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@2201,63%@2201,0%@2201,12%@2201] GR3D_FREQ 99% cpu@53.375C soc2@48.343C soc0@49.375C tj@53.375C soc1@49.875C VDD_GPU_SOC 16426mW/12840mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 6966mW/6491mW
02-16-2026 19:29:04 RAM 23679/62841MB (lfb 177x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,1%@729,1%@729,1%@2201,0%@729,0%@729,0%@729,0%@729,0%@2112,80%@2112,0%@2112,0%@2112] GR3D_FREQ 14% cpu@53.5C soc2@48.562C soc0@49.562C tj@53.5C soc1@50.062C VDD_GPU_SOC 20048mW/12842mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 7471mW/6492mW
02-16-2026 19:29:07 RAM 23677/62841MB (lfb 176x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@1420,1%@1420,1%@1420,0%@1420,0%@1267,0%@1267,0%@1267,0%@1267,0%@2201,81%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@54.093C soc2@49.312C soc0@50.156C tj@54.093C soc1@50.25C VDD_GPU_SOC 23227mW/12844mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 8089mW/6492mW
02-16-2026 19:29:10 RAM 23678/62841MB (lfb 176x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,1%@2112,0%@2112,0%@2112,84%@2112] GR3D_FREQ 48% cpu@53.5C soc2@48.125C soc0@49.312C tj@53.5C soc1@49.937C VDD_GPU_SOC 6012mW/12843mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 5855mW/6492mW
02-16-2026 19:29:13 RAM 23684/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@729,1%@729,1%@729,1%@729,0%@729,0%@729,1%@729,0%@729,1%@1574,22%@1574,0%@1574,53%@1574] GR3D_FREQ 26% cpu@53.156C soc2@48.437C soc0@49.562C tj@53.5C soc1@49.875C VDD_GPU_SOC 17241mW/12844mW VDD_CPU_CV 1603mW/2083mW VIN_SYS_5V0 7269mW/6492mW
02-16-2026 19:29:16 RAM 23684/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [2%@2201,0%@2201,2%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@2201,84%@2201,0%@2201,0%@2201] GR3D_FREQ 20% cpu@53.562C soc2@48.406C soc0@49.562C tj@53.562C soc1@50.187C VDD_GPU_SOC 16038mW/12844mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 6865mW/6492mW
02-16-2026 19:29:19 RAM 23684/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,0%@2201,0%@2201,1%@2201,0%@729,0%@729,1%@729,0%@729,1%@2201,80%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@53.843C soc2@49.156C soc0@50.125C tj@53.843C soc1@50.468C VDD_GPU_SOC 21625mW/12846mW VDD_CPU_CV 2402mW/2083mW VIN_SYS_5V0 7887mW/6492mW
02-16-2026 19:29:22 RAM 23684/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@729,0%@729,1%@729,0%@729,5%@729,0%@729,0%@729,0%@729,0%@2201,30%@2201,0%@2201,45%@2201] GR3D_FREQ 67% cpu@53.531C soc2@48.406C soc0@49.562C tj@53.531C soc1@50.375C VDD_GPU_SOC 9619mW/12846mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 6562mW/6492mW
02-16-2026 19:29:25 RAM 23684/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,6%@2035,0%@2035,74%@2035,1%@2035] GR3D_FREQ 50% cpu@53.093C soc2@48.062C soc0@49.281C tj@53.093C soc1@50.093C VDD_GPU_SOC 6009mW/12844mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 5855mW/6492mW
02-16-2026 19:29:28 RAM 23682/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,2%@729,2%@729,0%@729,4%@2201,61%@2201,0%@2201,0%@2201,0%@729,0%@729,11%@729,0%@729] GR3D_FREQ 99% cpu@54C soc2@48.812C soc0@49.718C tj@54C soc1@50.25C VDD_GPU_SOC 16820mW/12845mW VDD_CPU_CV 2402mW/2083mW VIN_SYS_5V0 7168mW/6492mW
02-16-2026 19:29:31 RAM 23682/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,1%@729,0%@1267,78%@1267,0%@1267,0%@1267,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 9% cpu@53.812C soc2@49.125C soc0@50C tj@53.812C soc1@50.468C VDD_GPU_SOC 22444mW/12847mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 7887mW/6493mW
02-16-2026 19:29:34 RAM 23684/62841MB (lfb 174x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,0%@2201,1%@2201,1%@2201,1%@1344,79%@1344,0%@1344,0%@1344,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 16% cpu@54.375C soc2@49.312C soc0@50.125C tj@54.375C soc1@50.531C VDD_GPU_SOC 23255mW/12850mW VDD_CPU_CV 1603mW/2083mW VIN_SYS_5V0 7988mW/6493mW
02-16-2026 19:29:37 RAM 23684/62841MB (lfb 174x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,1%@2201,0%@2201,0%@2201,0%@729,9%@729,0%@729,0%@729,1%@2201,0%@2201,74%@2201,0%@2201] GR3D_FREQ 44% cpu@53.75C soc2@48.562C soc0@49.687C tj@53.75C soc1@50.406C VDD_GPU_SOC 6813mW/12848mW VDD_CPU_CV 2003mW/2083mW VIN_SYS_5V0 5956mW/6493mW
02-16-2026 19:29:40 RAM 25636/62841MB (lfb 174x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,1%@2201,0%@2201,0%@2201,0%@883,7%@883,1%@883,0%@883,0%@729,0%@729,74%@729,0%@729] GR3D_FREQ 99% cpu@53.562C soc2@48.75C soc0@49.812C tj@53.562C soc1@50.312C VDD_GPU_SOC 14423mW/12849mW VDD_CPU_CV 2003mW/2083mW VIN_SYS_5V0 6562mW/6493mW
02-16-2026 19:29:43 RAM 25631/62841MB (lfb 174x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,0%@729,1%@729,74%@729,0%@729,0%@729,1%@2201,6%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@54.062C soc2@48.843C soc0@50C tj@54.062C soc1@50.5C VDD_GPU_SOC 16432mW/12849mW VDD_CPU_CV 2003mW/2083mW VIN_SYS_5V0 7067mW/6493mW
02-16-2026 19:29:46 RAM 25631/62841MB (lfb 174x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,0%@2201,1%@2201,1%@2201,0%@729,0%@729,0%@729,0%@729,0%@2201,78%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@54.031C soc2@49.656C soc0@50.5C tj@54.218C soc1@50.687C VDD_GPU_SOC 24429mW/12852mW VDD_CPU_CV 2002mW/2083mW VIN_SYS_5V0 8291mW/6494mW
02-16-2026 19:29:49 RAM 25632/62841MB (lfb 174x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,1%@729,0%@729,0%@729,1%@729,0%@729,0%@1190,78%@1190,0%@1190,0%@1190] GR3D_FREQ 99% cpu@54.343C soc2@49.781C soc0@50.593C tj@54.343C soc1@50.687C VDD_GPU_SOC 24829mW/12855mW VDD_CPU_CV 2002mW/2083mW VIN_SYS_5V0 8291mW/6494mW
02-16-2026 19:29:52 RAM 25630/62841MB (lfb 174x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@1881,0%@1881,84%@1881,0%@1881] GR3D_FREQ 56% cpu@53.406C soc2@48.531C soc0@49.687C tj@53.406C soc1@50.562C VDD_GPU_SOC 6012mW/12853mW VDD_CPU_CV 2003mW/2083mW VIN_SYS_5V0 5855mW/6494mW
02-16-2026 19:29:55 RAM 25635/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,2%@2201,0%@2201,0%@2201,9%@729,9%@729,0%@729,0%@729,0%@2201,27%@2201,30%@2201,0%@2201] GR3D_FREQ 40% cpu@54.125C soc2@48.75C soc0@49.75C tj@54.125C soc1@50.5C VDD_GPU_SOC 14428mW/12854mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 6663mW/6494mW
02-16-2026 19:29:58 RAM 25640/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,3%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@2035,82%@2035,0%@2035,0%@2035] GR3D_FREQ 99% cpu@54.375C soc2@49.531C soc0@50.437C tj@54.375C soc1@50.625C VDD_GPU_SOC 21625mW/12856mW VDD_CPU_CV 2402mW/2083mW VIN_SYS_5V0 7786mW/6494mW
02-16-2026 19:30:01 RAM 25640/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@1267,79%@1267,0%@1267,0%@1267] GR3D_FREQ 27% cpu@54.437C soc2@49.625C soc0@50.656C tj@54.437C soc1@50.687C VDD_GPU_SOC 22845mW/12858mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 7988mW/6495mW
02-16-2026 19:30:04 RAM 25642/62841MB (lfb 174x4MB) SWAP 312/31420MB (cached 5MB) CPU [26%@2201,24%@2201,0%@2201,1%@2201,1%@729,4%@729,1%@729,0%@729,0%@729,34%@729,0%@729,0%@729] GR3D_FREQ 50% cpu@54.437C soc2@49C soc0@50.031C tj@54.437C soc1@50.687C VDD_GPU_SOC 7615mW/12857mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 6158mW/6494mW
02-16-2026 19:30:07 RAM 25642/62841MB (lfb 174x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,83%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@53.468C soc2@48.812C soc0@50.031C tj@53.468C soc1@50.625C VDD_GPU_SOC 8410mW/12856mW VDD_CPU_CV 2002mW/2083mW VIN_SYS_5V0 5855mW/6494mW
02-16-2026 19:30:10 RAM 25640/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,2%@729,0%@729,0%@729,0%@729,0%@1420,79%@1420,0%@1420,0%@1420] GR3D_FREQ 97% cpu@54C soc2@49.468C soc0@50.5C tj@54C soc1@50.687C VDD_GPU_SOC 21233mW/12858mW VDD_CPU_CV 2003mW/2083mW VIN_SYS_5V0 7685mW/6495mW
02-16-2026 19:30:13 RAM 25637/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,1%@729,0%@1881,83%@1881,0%@1881,0%@1881] GR3D_FREQ 19% cpu@54.218C soc2@49.5C soc0@50.375C tj@54.218C soc1@50.75C VDD_GPU_SOC 21651mW/12860mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 7685mW/6495mW
02-16-2026 19:30:16 RAM 25636/62841MB (lfb 175x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,29%@2201,1%@2201,0%@2201,0%@729,0%@729,1%@729,0%@729,0%@729,56%@729,0%@729,0%@729] GR3D_FREQ 50% cpu@54.406C soc2@49.218C soc0@50.093C tj@54.406C soc1@50.781C VDD_GPU_SOC 11623mW/12860mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 6764mW/6495mW
02-16-2026 19:30:19 RAM 25639/62841MB (lfb 174x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@2035,85%@2035,0%@2035,1%@2035,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 74% cpu@54.156C soc2@48.812C soc0@49.75C tj@54.156C soc1@50.468C VDD_GPU_SOC 5611mW/12858mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 5754mW/6495mW
02-16-2026 19:30:22 RAM 25639/62841MB (lfb 174x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,21%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@2112,55%@2112,0%@2112,0%@2112] GR3D_FREQ 25% cpu@54.187C soc2@49.218C soc0@50.031C tj@54.187C soc1@50.593C VDD_GPU_SOC 18444mW/12859mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 7269mW/6495mW
02-16-2026 19:30:25 RAM 25648/62841MB (lfb 173x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,1%@2201,83%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@54.468C soc2@49.718C soc0@50.593C tj@54.468C soc1@50.906C VDD_GPU_SOC 21225mW/12861mW VDD_CPU_CV 2402mW/2083mW VIN_SYS_5V0 7887mW/6495mW
02-16-2026 19:30:28 RAM 25649/62841MB (lfb 172x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,0%@2201,1%@2201,1%@2201,1%@729,1%@729,1%@729,0%@729,0%@2201,80%@2201,0%@2201,0%@2201] GR3D_FREQ 57% cpu@54.718C soc2@49.593C soc0@50.531C tj@54.718C soc1@50.968C VDD_GPU_SOC 20040mW/12863mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 7471mW/6495mW
02-16-2026 19:30:31 RAM 25649/62841MB (lfb 172x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,2%@729,0%@729,0%@729,32%@2201,47%@2201,0%@2201,0%@2201,0%@729,3%@729,0%@729,0%@729] GR3D_FREQ 59% cpu@54.437C soc2@48.875C soc0@49.937C tj@54.437C soc1@50.812C VDD_GPU_SOC 5608mW/12861mW VDD_CPU_CV 2403mW/2083mW VIN_SYS_5V0 5653mW/6495mW
02-16-2026 19:30:34 RAM 25639/62841MB (lfb 171x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,0%@729,1%@729,51%@729,0%@729,0%@729,0%@2201,27%@2201,0%@2201,0%@2201] GR3D_FREQ 30% cpu@54.093C soc2@48.968C soc0@50C tj@54.093C soc1@50.656C VDD_GPU_SOC 13226mW/12861mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 6562mW/6495mW
02-16-2026 19:30:37 RAM 25639/62841MB (lfb 170x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,1%@729,0%@729,0%@729,0%@729,1%@729,1%@729,0%@1344,83%@1344,0%@1344,0%@1344] GR3D_FREQ 9% cpu@54.187C soc2@49.468C soc0@50.468C tj@54.187C soc1@50.812C VDD_GPU_SOC 20432mW/12863mW VDD_CPU_CV 2004mW/2083mW VIN_SYS_5V0 7572mW/6496mW
02-16-2026 19:30:40 RAM 25644/62841MB (lfb 168x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,1%@729,0%@2201,84%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@54.593C soc2@49.875C soc0@50.75C tj@54.593C soc1@50.843C VDD_GPU_SOC 22026mW/12865mW VDD_CPU_CV 2402mW/2083mW VIN_SYS_5V0 7887mW/6496mW
